pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
1:00 AM +07 on September 29,2017,2017,9,29,1,0,Asia/Bangkok,29,84,25,77,73,11.1,6.9,,,250,WSW,7,4,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28184 48376 31557 22506 10289 20248 39944 40087 56004 71000 82505 333 59008
4:00 AM +07 on September 29,2017,2017,9,29,4,0,Asia/Bangkok,28,82,24,75,73,7.4,4.6,,,260,West,7,4,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28214 48376 31557 62604 10280 20238 39935 40078 56009 71021 83536 333 59010
7:00 AM +07 on September 29,2017,2017,9,29,7,0,Asia/Bangkok,25,77,24,75,92,3.7,2.3,,,160,SSE,6,4,1011,29.85,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 29004 48376 01556 81602 10250 20240 39962 40107 52027 60024 72121 86576 333 20241 58005 60025 70018
10:00 AM +07 on September 29,2017,2017,9,29,10,0,Asia/Bangkok,26,79,26,78,95,5.6,3.5,,,320,NW,5,3,1012,29.88,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 29034 48376 21550 83203 10262 20255 39972 40117 52010 76022 8652/ 333 58014 69925
1:00 PM +07 on September 29,2017,2017,9,29,13,0,Asia/Bangkok,30,86,24,75,63,7.4,4.6,,,340,NNW,7,4,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29064 48376 11557 63404 10302 20240 39954 40097 57018 69921 71062 84531 333 58016 70020
4:00 PM +07 on September 29,2017,2017,9,29,16,0,Asia/Bangkok,31,89,23,74,53,7.4,4.6,,,320,NW,10,6,1007,29.74,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 29094 48376 32560 33204 10314 20233 39928 40070 57026 81321 333 58019
7:00 PM +07 on September 29,2017,2017,9,29,19,0,Asia/Bangkok,29,84,25,77,73,5.6,3.5,,,280,West,10,6,1008,29.77,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 29124 48376 32560 52803 10288 20248 39937 40080 51009 82316 333 10317 58012 70020
10:00 PM +07 on September 29,2017,2017,9,29,22,0,Asia/Bangkok,26,79,25,76,89,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29154 48376 31556 50000 10262 20246 39964 40109 52028 71022 82516 333 58019
1:00 AM +07 on September 13,2017,2017,9,13,1,0,Asia/Bangkok,26,79,25,76,90,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12184 48376 31556 20000 10259 20247 39965 40110 56001 71010 82505 333 59001 70022
4:00 AM +07 on September 13,2017,2017,9,13,4,0,Asia/Bangkok,25,77,24,76,96,0,0,,,,,6,4,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12214 48376 31556 20000 10252 20245 39958 40103 56007 71000 82505 333 58013
7:00 AM +07 on September 13,2017,2017,9,13,7,0,Asia/Bangkok,25,77,24,76,95,0,0,,,,,12,7,1011,29.87,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 13004 48376 12962 20000 10250 20244 39968 40114 52010 60024 80005 333 20242 59007 70022
10:00 AM +07 on September 13,2017,2017,9,13,10,0,Asia/Bangkok,31,88,25,77,63,5.6,3.5,,,330,NNW,12,7,1012,29.88,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 13034 48376 32962 23303 10312 20250 39977 40119 51009 80005 333 59004
1:00 PM +07 on September 13,2017,2017,9,13,13,0,Asia/Bangkok,35,96,25,77,46,5.6,3.5,,,110,ESE,10,6,1009,29.79,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13064 48376 32560 21103 10354 20250 39947 40087 57030 82205 333 59005 70022
4:00 PM +07 on September 13,2017,2017,9,13,16,0,Asia/Bangkok,36,98,23,73,36,5.6,3.5,,,240,WSW,10,6,1006,29.71,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13094 48376 32560 22403 10364 20229 39920 40059 57027 82205 333 59015
7:00 PM +07 on September 13,2017,2017,9,13,19,0,Asia/Bangkok,32,90,25,77,58,5.6,3.5,,,240,WSW,10,6,1007,29.73,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13124 48376 32560 22403 10324 20251 39926 40068 51006 81202 333 10372 59022
10:00 PM +07 on September 13,2017,2017,9,13,22,0,Asia/Bangkok,30,86,24,76,65,9.3,5.8,,,260,West,10,6,1010,29.81,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 13154 48376 32960 22605 10301 20244 39953 40095 52026 80005 333 59016
1:00 AM +07 on September 15,2017,2017,9,15,1,0,Asia/Bangkok,26,79,25,77,90,0,0,,,,,7,4,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14184 48376 11557 60000 10262 20248 39911 40055 57015 69913 71092 82536 333 59032 70001
4:00 AM +07 on September 15,2017,2017,9,15,4,0,Asia/Bangkok,26,80,25,76,86,0,0,,,,,7,4,1004,29.67,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14214 48376 31557 60000 10264 20247 39901 40045 57010 71022 82536 333 59033
7:00 AM +07 on September 15,2017,2017,9,15,7,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,8,5,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15004 48376 11558 50000 10262 20250 39913 40057 52012 69914 71022 82536 333 20253 59022 70001
10:00 AM +07 on September 15,2017,2017,9,15,10,0,Asia/Bangkok,32,90,26,78,61,5.6,3.5,,,320,NW,10,6,1006,29.7,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 15034 48376 32560 33203 10323 20256 39917 40058 51004 82545 333 59028
1:00 PM +07 on September 15,2017,2017,9,15,13,0,Asia/Bangkok,32,90,25,77,57,18.5,11.5,,,270,West,9,6,1004,29.65,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 15064 48376 31559 82710 10324 20249 39897 40038 57019 71721 85976 333 59025 70001
4:00 PM +07 on September 15,2017,2017,9,15,16,0,Asia/Bangkok,33,92,27,80,62,7.4,4.6,,,270,West,9,6,1001,29.56,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15094 48376 31559 72704 10334 20269 39869 40009 57029 71092 82976 333 59019
7:00 PM +07 on September 15,2017,2017,9,15,19,0,Asia/Bangkok,30,87,26,79,70,7.4,4.6,,,250,WSW,8,5,1002,29.6,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15124 48376 31558 72504 10303 20259 39881 40022 52012 71092 85936 333 10353 59026 70001
10:00 PM +07 on September 15,2017,2017,9,15,22,0,Asia/Bangkok,29,85,25,76,69,11.1,6.9,,,260,West,8,5,1004,29.64,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15154 48376 31558 82606 10293 20247 39895 40037 52014 71022 85576 333 59032
1:00 AM +07 on September 16,2017,2017,9,16,1,0,Asia/Bangkok,29,84,24,76,70,14.8,9.2,,,260,West,8,5,1003,29.61,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15184 48376 31558 82608 10290 20243 39885 40027 57011 71022 85576 333 59028
4:00 AM +07 on September 16,2017,2017,9,16,4,0,Asia/Bangkok,29,83,24,75,71,16.7,10.4,,,260,West,8,5,1001,29.57,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15214 48376 31558 82609 10286 20240 39872 40014 57013 71022 86576 333 59031
7:00 AM +07 on September 16,2017,2017,9,16,7,0,Asia/Bangkok,27,81,26,78,88,5.6,3.5,,,170,South,5,3,1004,29.65,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 16004 48376 01550 81703 10270 20256 39897 40041 52025 69964 76022 8672/ 333 20262 59016 69965 70006
10:00 AM +07 on September 16,2017,2017,9,16,10,0,Asia/Bangkok,26,79,26,78,97,3.7,2.3,,,180,South,3,2,1006,29.71,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 16034 48376 21530 81802 10261 20257 39917 40061 52020 76166 8672/ 333 58003 60137
1:00 PM +07 on September 16,2017,2017,9,16,13,0,Asia/Bangkok,27,81,26,79,91,0,0,,,,,3,2,1005,29.68,-999,-999,-9999,-9999,,,Overcast,cloudy,0,0,0,0,0,0,AAXX 16064 48376 01530 80000 10270 20260 39908 40051 56009 60171 71662 8652/ 333 58013 60047 70174
4:00 PM +07 on September 16,2017,2017,9,16,16,0,Asia/Bangkok,27,81,26,79,92,0,0,,,,,3,2,1004,29.65,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16094 48376 21530 80000 10273 20262 39896 40039 57012 71062 8652/ 333 58031 69967
7:00 PM +07 on September 16,2017,2017,9,16,19,0,Asia/Bangkok,27,81,26,80,94,0,0,,,,,3,2,1006,29.7,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 16124 48376 01530 80000 10270 20264 39911 40055 52015 60182 76162 8652/ 333 10273 58032 69986 70188
10:00 PM +07 on September 16,2017,2017,9,16,22,0,Asia/Bangkok,25,77,25,77,98,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Light Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 16154 48376 21540 80000 10252 20248 39940 40085 52029 72992 8592/ 333 58047 60056
1:00 AM +07 on September 06,2017,2017,9,6,1,0,Asia/Bangkok,27,81,26,79,93,0,0,,,,,6,4,1008,29.78,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 05184 48376 01556 80000 10270 20263 39941 40085 56003 69963 76022 8652/ 333 58010 69945 70006
7:00 AM +07 on September 06,2017,2017,9,6,7,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,6,4,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06004 48376 11556 80000 10260 20251 39938 40082 51005 69984 71062 8552/ 333 20252 58007 70008
10:00 AM +07 on September 06,2017,2017,9,6,10,0,Asia/Bangkok,30,86,26,78,71,7.4,4.6,,,320,NW,7,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06034 48376 31557 73204 10300 20256 39951 40094 52013 71022 85536 333 58003
1:00 PM +07 on September 06,2017,2017,9,6,13,0,Asia/Bangkok,33,92,26,79,58,11.1,6.9,,,280,West,8,5,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06064 48376 31558 62806 10333 20261 39932 40073 57019 71022 82836 333 58004 70008
4:00 PM +07 on September 06,2017,2017,9,6,16,0,Asia/Bangkok,34,93,25,78,53,13,8.1,,,250,WSW,7,4,1005,29.67,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 06094 48376 31557 62507 10341 20253 39906 40046 57026 70522 84966 333 58001
7:00 PM +07 on September 06,2017,2017,9,6,19,0,Asia/Bangkok,28,82,25,78,83,0,0,,,,,7,4,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06124 48376 31557 80000 10279 20253 39924 40067 52018 71022 85576 333 10348 58004 70006
10:00 PM +07 on September 06,2017,2017,9,6,22,0,Asia/Bangkok,27,80,25,78,91,0,0,,,,,7,4,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06154 48376 21557 80000 10267 20254 39957 40102 52033 71062 85576 333 58015 69926
4:00 AM +07 on September 07,2017,2017,9,7,4,0,Asia/Bangkok,26,78,25,77,96,0,0,,,,,6,4,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06214 48376 21556 80000 10258 20251 39938 40082 51007 71062 85576 333 58005 69927
7:00 AM +07 on September 07,2017,2017,9,7,7,0,Asia/Bangkok,26,78,25,77,96,3.7,2.3,,,190,South,4,2,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 07004 48376 11540 81902 10255 20251 39946 40090 52008 69944 71062 85576 333 20245 58008 70004
10:00 AM +07 on September 07,2017,2017,9,7,10,0,Asia/Bangkok,29,84,25,78,76,5.6,3.5,,,160,SSE,4,2,1011,29.85,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 07034 48376 31540 81603 10290 20253 39963 40107 52018 71022 85576 333 58013
1:00 PM +07 on September 07,2017,2017,9,7,13,0,Asia/Bangkok,30,85,27,81,86,3.7,2.3,,,40,NE,4,2,1008,29.78,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 07064 48376 01540 70402 10295 20274 39939 40082 57024 60031 76022 84876 333 58009 60035 70036
4:00 PM +07 on September 07,2017,2017,9,7,16,0,Asia/Bangkok,29,83,27,81,91,5.6,3.5,,,120,ESE,6,4,1006,29.71,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 07094 48376 21556 81203 10286 20271 39918 40061 57022 72122 85576 333 58015 60015
7:00 PM +07 on September 07,2017,2017,9,7,19,0,Asia/Bangkok,27,81,26,79,92,0,0,,,,,7,4,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 07124 48376 11557 80000 10272 20261 39938 40082 52021 60042 71062 85576 333 10347 58015 70046
10:00 PM +07 on September 07,2017,2017,9,7,22,0,Asia/Bangkok,26,80,26,78,93,0,0,,,,,5,3,1011,29.86,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 07154 48376 21450 70000 10264 20258 39965 40110 52027 76022 84976 333 58009 69925
1:00 AM +07 on September 04,2017,2017,9,4,1,0,Asia/Bangkok,28,83,23,73,64,9.3,5.8,,,260,West,8,5,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 03184 48376 31558 22605 10283 20227 39928 40071 57010 71000 81505 333 59006
4:00 AM +07 on September 04,2017,2017,9,4,4,0,Asia/Bangkok,28,82,23,74,70,13,8.1,,,260,West,8,5,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 03214 48376 31558 22607 10279 20232 39920 40064 56007 71000 81505 333 59001
7:00 AM +07 on September 04,2017,2017,9,4,7,0,Asia/Bangkok,28,82,23,74,70,9.3,5.8,,,260,West,10,6,1007,29.74,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 04004 48376 32560 22605 10280 20233 39926 40070 51006 81505 333 20268 59007
10:00 AM +07 on September 04,2017,2017,9,4,10,0,Asia/Bangkok,33,91,25,77,55,9.3,5.8,,,270,West,12,7,1008,29.78,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 04034 48376 32562 22705 10329 20248 39943 40084 52017 81202 333 59007
1:00 PM +07 on September 04,2017,2017,9,4,13,0,Asia/Bangkok,35,95,24,76,46,11.1,6.9,,,300,WNW,10,6,1006,29.71,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 04064 48376 32560 33006 10350 20245 39919 40059 57024 82305 333 59017
4:00 PM +07 on September 04,2017,2017,9,4,16,0,Asia/Bangkok,33,92,26,79,58,7.4,4.6,,,180,South,10,6,1004,29.64,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 04094 48376 32560 61804 10332 20261 39894 40035 57025 83966 333 59014
7:00 PM +07 on September 04,2017,2017,9,4,19,0,Asia/Bangkok,30,86,26,79,75,0,0,,,,,10,6,1005,29.68,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 04124 48376 32560 60000 10298 20263 39907 40049 52013 83416 333 10362 59009
10:00 PM +07 on September 04,2017,2017,9,4,22,0,Asia/Bangkok,29,85,25,76,69,9.3,5.8,,,250,WSW,10,6,1008,29.77,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 04154 48376 32560 62505 10293 20246 39938 40081 52031 82516 333 58000
1:00 AM +07 on September 19,2017,2017,9,19,1,0,Asia/Bangkok,26,79,24,75,83,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18184 48376 31556 50000 10260 20238 39967 40112 56003 71022 82336 333 58002 70002
4:00 AM +07 on September 19,2017,2017,9,19,4,0,Asia/Bangkok,25,77,24,75,91,0,0,,,,,7,4,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18214 48376 31557 60000 10250 20238 39958 40103 56009 71022 83536 333 58000
7:00 AM +07 on September 19,2017,2017,9,19,7,0,Asia/Bangkok,24,76,23,74,91,0,0,,,,,7,4,1011,29.85,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19004 48376 11557 20000 10245 20232 39962 40107 51004 69924 71020 82535 333 20234 59008 70002
10:00 AM +07 on September 19,2017,2017,9,19,10,0,Asia/Bangkok,31,88,24,75,58,9.3,5.8,,,270,West,10,6,1012,29.87,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19034 48376 32560 22705 10311 20241 39973 40115 52011 82205 333 59017
1:00 PM +07 on September 19,2017,2017,9,19,13,0,Asia/Bangkok,33,92,24,76,51,7.4,4.6,,,300,WNW,12,7,1009,29.79,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 19064 48376 32562 63004 10334 20243 39947 40088 57026 83236 333 59023
4:00 PM +07 on September 19,2017,2017,9,19,16,0,Asia/Bangkok,34,93,25,77,50,14.8,9.2,,,270,West,12,7,1006,29.73,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19094 48376 32562 62708 10340 20248 39925 40065 57022 82336 333 59023
7:00 PM +07 on September 19,2017,2017,9,19,19,0,Asia/Bangkok,30,86,24,74,61,14.8,9.2,,,280,West,10,6,1008,29.77,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19124 48376 32560 52808 10300 20236 39939 40081 52014 82556 333 10346 59021
10:00 PM +07 on September 19,2017,2017,9,19,22,0,Asia/Bangkok,28,83,24,76,73,9.3,5.8,,,270,West,6,4,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19154 48376 31556 22705 10285 20242 39955 40099 52017 71010 82505 333 59016
1:00 AM +07 on October 02,2017,2017,10,2,1,0,Asia/Bangkok,27,81,24,75,78,5.6,3.5,,,200,SSW,6,4,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01184 48376 31556 62003 10270 20241 39943 40087 57011 71022 83536 333 59017 70026
4:00 AM +07 on October 02,2017,2017,10,2,4,0,Asia/Bangkok,27,81,24,75,78,0,0,,,,,6,4,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01214 48376 31556 60000 10273 20241 39932 40076 57010 71022 82536 333 59021
7:00 AM +07 on October 02,2017,2017,10,2,7,0,Asia/Bangkok,26,79,24,76,88,0,0,,,,,8,5,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 02004 48376 31558 70000 10262 20245 39946 40090 52013 71022 84556 333 20252 59021
1:00 PM +07 on October 02,2017,2017,10,2,13,0,Asia/Bangkok,31,87,27,81,76,0,0,,,,,7,4,1008,29.76,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 02064 48376 01557 60000 10306 20270 39934 40076 57026 69921 72122 84936 333 59010 69925 70002
4:00 PM +07 on October 02,2017,2017,10,2,16,0,Asia/Bangkok,27,80,24,76,82,3.7,2.3,,,330,NNW,7,4,1005,29.68,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 02094 48376 21557 53302 10267 20242 39905 40048 57029 71092 83956 333 59006 60027
7:00 PM +07 on October 02,2017,2017,10,2,19,0,Asia/Bangkok,27,80,25,78,90,0,0,,,,,6,4,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 02124 48376 11556 50000 10269 20253 39927 40071 52022 60022 71092 82556 333 10338 58003 70018
10:00 PM +07 on October 02,2017,2017,10,2,22,0,Asia/Bangkok,26,79,25,77,93,0,0,,,,,6,4,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 02154 48376 31556 50000 10261 20252 39946 40090 52019 71022 82536 333 59007
1:00 AM +07 on October 06,2017,2017,10,6,1,0,Asia/Bangkok,25,77,24,76,95,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 05184 48376 31556 60000 10250 20243 39965 40110 56007 71022 83536 333 58010 70108
4:00 AM +07 on October 06,2017,2017,10,6,4,0,Asia/Bangkok,24,76,24,75,97,0,0,,,,,6,4,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 05214 48376 31556 60000 10245 20241 39956 40102 56009 71022 83536 333 58013
7:00 AM +07 on October 06,2017,2017,10,6,7,0,Asia/Bangkok,24,76,24,75,97,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06004 48376 11556 60000 10244 20240 39965 40111 51009 60024 71022 83536 333 20233 58008 70024
10:00 AM +07 on October 06,2017,2017,10,6,10,0,Asia/Bangkok,27,81,25,77,85,0,0,,,,,6,4,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06034 48376 31556 70000 10271 20252 39985 40129 52019 71022 85576 333 58011
1:00 PM +07 on October 06,2017,2017,10,6,13,0,Asia/Bangkok,31,88,26,78,66,0,0,,,,,7,4,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06064 48376 31557 60000 10310 20257 39954 40096 57031 71022 83246 333 58000 70024
4:00 PM +07 on October 06,2017,2017,10,6,16,0,Asia/Bangkok,31,88,26,79,67,0,0,,,,,7,4,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 06094 48376 31557 60000 10312 20259 39925 40066 57030 71022 83256 333 59018
7:00 PM +07 on October 06,2017,2017,10,6,19,0,Asia/Bangkok,27,80,26,78,93,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 06124 48376 01540 80000 10266 20257 39940 40084 52015 60012 71796 8492/ 333 10320 59007 60016 70010
10:00 PM +07 on October 06,2017,2017,10,6,22,0,Asia/Bangkok,24,75,24,74,97,7.4,4.6,,,260,West,2,1,1012,29.89,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 06154 48376 21420 82604 10241 20235 39975 40121 52036 79599 85976 333 58004 60187
1:00 AM +07 on October 08,2017,2017,10,8,1,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,5,3,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 07184 48376 31550 60000 10259 20250 39951 40096 56004 71021 83536 333 59011 70064
4:00 AM +07 on October 08,2017,2017,10,8,4,0,Asia/Bangkok,25,77,25,77,98,0,0,,,,,5,3,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 07214 48376 31550 70000 10252 20248 39943 40088 56008 71022 84576 333 59007
7:00 AM +07 on October 08,2017,2017,10,8,7,0,Asia/Bangkok,25,78,25,76,94,0,0,,,,,8,5,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08004 48376 11558 70000 10253 20247 39952 40097 52010 69924 71022 84536 333 20244 59003 70002
10:00 AM +07 on October 08,2017,2017,10,8,10,0,Asia/Bangkok,28,83,26,78,82,0,0,,,,,7,4,1011,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08034 48376 21557 60000 10282 20258 39969 40113 52017 71062 83976 333 59006 69927
1:00 PM +07 on October 08,2017,2017,10,8,13,0,Asia/Bangkok,30,86,27,81,82,0,0,,,,,7,4,1008,29.77,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 08064 48376 01557 70000 10302 20273 39937 40079 57032 60021 72162 83976 333 59004 60015 70015
4:00 PM +07 on October 08,2017,2017,10,8,16,0,Asia/Bangkok,28,83,26,80,86,0,0,,,,,5,3,1006,29.71,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08094 48376 21550 70000 10285 20264 39916 40059 57021 71062 83976 333 58001 60016
7:00 PM +07 on October 08,2017,2017,10,8,19,0,Asia/Bangkok,26,80,25,76,85,5.6,3.5,,,270,West,6,4,1008,29.76,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 08124 48376 11556 52703 10265 20246 39933 40077 52016 60032 71762 82936 333 10320 59003 70027
1:00 AM +07 on October 09,2017,2017,10,9,1,0,Asia/Bangkok,25,77,24,76,95,0,0,,,,,5,3,1010,29.82,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 08184 48376 01450 80000 10248 20244 39951 40096 56003 60433 79592 84976 333 58001 60406 70430
4:00 AM +07 on October 09,2017,2017,10,9,4,0,Asia/Bangkok,24,75,23,74,95,0,0,,,,,6,4,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08214 48376 21556 60000 10240 20233 39945 40091 56006 71092 83536 333 58003 60047
7:00 AM +07 on October 09,2017,2017,10,9,7,0,Asia/Bangkok,24,76,24,75,96,0,0,,,,,7,4,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09004 48376 11557 50000 10242 20239 39953 40099 51008 60474 71092 82536 333 20231 58002 70466
10:00 AM +07 on October 09,2017,2017,10,9,10,0,Asia/Bangkok,30,86,26,78,73,5.6,3.5,,,320,NW,8,5,1011,29.85,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09034 48376 31558 33203 10300 20258 39963 40106 52010 71010 82235 333 59007
1:00 PM +07 on October 09,2017,2017,10,9,13,0,Asia/Bangkok,32,90,26,78,61,5.6,3.5,,,150,SSE,10,6,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09064 48376 31560 51503 10325 20256 39931 40072 57032 71021 83336 333 59008 70451
