pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
4:00 PM +07 on October 09,2017,2017,10,9,16,0,Asia/Bangkok,32,90,27,81,70,5.6,3.5,,,170,South,7,4,1005,29.67,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09094 48376 31557 61703 10325 20274 39905 40046 57025 71022 83336 333 59013
7:00 PM +07 on October 09,2017,2017,10,9,19,0,Asia/Bangkok,30,85,27,81,86,0,0,,,,,6,4,1006,29.71,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09124 48376 31556 50000 10295 20274 39918 40060 52013 71022 82536 333 10338 59017 70439
10:00 PM +07 on October 09,2017,2017,10,9,22,0,Asia/Bangkok,27,81,26,79,93,0,0,,,,,6,4,1008,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09154 48376 31556 50000 10273 20263 39931 40075 52013 71022 82536 333 59025
1:00 AM +07 on October 11,2017,2017,10,11,1,0,Asia/Bangkok,26,78,25,77,96,0,0,,,,,6,4,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10184 48376 31556 80000 10257 20250 39919 40063 51005 71021 85276 333 59007
4:00 AM +07 on October 11,2017,2017,10,11,4,0,Asia/Bangkok,26,78,25,77,96,0,0,,,,,4,2,1005,29.69,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10214 48376 31540 80000 10256 20250 39910 40054 56009 71022 8652/ 333 59002
7:00 AM +07 on October 11,2017,2017,10,11,7,0,Asia/Bangkok,25,78,25,76,94,0,0,,,,,3,2,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11004 48376 31530 80000 10253 20247 39929 40074 52020 71022 8652/ 333 20246 58009
10:00 AM +07 on October 11,2017,2017,10,11,10,0,Asia/Bangkok,27,81,25,77,85,3.7,2.3,,,100,East,5,3,1010,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11034 48376 31550 81002 10274 20251 39951 40095 52021 71022 8652/ 333 58027
1:00 PM +07 on October 11,2017,2017,10,11,13,0,Asia/Bangkok,29,84,26,79,80,0,0,,,,,6,4,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11064 48376 31556 80000 10290 20259 39929 40072 57022 71022 8652/ 333 58033
4:00 PM +07 on October 11,2017,2017,10,11,16,0,Asia/Bangkok,28,83,26,78,82,3.7,2.3,,,120,ESE,7,4,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11094 48376 31557 71202 10285 20257 39915 40058 57014 71022 83956 333 58033
7:00 PM +07 on October 11,2017,2017,10,11,19,0,Asia/Bangkok,28,82,26,78,86,0,0,,,,,5,3,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11124 48376 31550 80000 10275 20258 39931 40074 52016 71022 8652/ 333 10355 58034
10:00 PM +07 on October 11,2017,2017,10,11,22,0,Asia/Bangkok,27,81,26,78,89,0,0,,,,,5,3,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11154 48376 31550 80000 10270 20257 39955 40099 52024 71022 8652/ 333 58042
1:00 AM +07 on October 12,2017,2017,10,12,1,0,Asia/Bangkok,26,79,26,79,98,0,0,,,,,5,3,1010,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11184 48376 31550 60000 10263 20259 39950 40095 56005 71022 83536 333 58032
4:00 AM +07 on October 12,2017,2017,10,12,4,0,Asia/Bangkok,26,79,26,78,97,0,0,,,,,5,3,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11214 48376 21550 80000 10260 20257 39935 40079 57016 71062 8652/ 333 58025 69927
7:00 AM +07 on October 12,2017,2017,10,12,7,0,Asia/Bangkok,25,78,25,77,96,0,0,,,,,1,1,1010,29.82,-999,-999,-9999,-9999,,,Heavy Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 12004 48376 01410 80000 10254 20251 39952 40097 52017 60144 79762 8492/ 333 20246 58023 60145 70137
10:00 AM +07 on October 12,2017,2017,10,12,10,0,Asia/Bangkok,27,81,26,78,88,0,0,,,,,4,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12034 48376 21540 80000 10270 20256 39957 40101 51005 71092 8652/ 333 58007 60857
1:00 PM +07 on October 12,2017,2017,10,12,13,0,Asia/Bangkok,30,86,26,79,73,0,0,,,,,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12064 48376 11557 60000 10301 20259 39938 40080 57019 60851 71092 84936 333 58009 70984
4:00 PM +07 on October 12,2017,2017,10,12,16,0,Asia/Bangkok,31,88,26,79,68,3.7,2.3,,,140,SE,8,5,1005,29.68,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12094 48376 31558 61402 10313 20260 39909 40051 57029 71022 82236 333 59007
7:00 PM +07 on October 12,2017,2017,10,12,19,0,Asia/Bangkok,29,84,27,80,85,0,0,,,,,6,4,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12124 48376 31556 50000 10288 20268 39925 40068 52016 71022 82556 333 10322 59007 70984
10:00 PM +07 on October 12,2017,2017,10,12,22,0,Asia/Bangkok,28,82,26,80,91,0,0,,,,,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12154 48376 31556 50000 10275 20265 39948 40092 52023 71022 82536 333 59007
1:00 AM +07 on October 14,2017,2017,10,14,1,0,Asia/Bangkok,26,79,26,78,95,0,0,,,,,5,3,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13184 48376 31550 60000 10261 20255 39932 40077 56009 71022 84536 333 59006 70020
4:00 AM +07 on October 14,2017,2017,10,14,4,0,Asia/Bangkok,26,78,25,77,97,0,0,,,,,3,2,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13214 48376 31530 60000 10258 20252 39919 40063 57013 71022 83536 333 59008
7:00 AM +07 on October 14,2017,2017,10,14,7,0,Asia/Bangkok,26,78,25,77,96,0,0,,,,,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14004 48376 11557 60000 10257 20251 39935 40080 52016 60024 71022 83536 333 20246 58001 70020
10:00 AM +07 on October 14,2017,2017,10,14,10,0,Asia/Bangkok,27,81,26,78,89,0,0,,,,,3,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14034 48376 31530 80000 10273 20257 39956 40100 52021 71022 8652/ 333 59001
1:00 PM +07 on October 14,2017,2017,10,14,13,0,Asia/Bangkok,32,90,26,79,63,0,0,,,,,7,4,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14064 48376 31557 50000 10320 20261 39925 40066 57031 71022 82236 333 59013
4:00 PM +07 on October 14,2017,2017,10,14,16,0,Asia/Bangkok,33,92,26,79,58,7.4,4.6,,,70,ENE,7,4,1004,29.65,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14094 48376 31557 50704 10331 20260 39898 40038 57027 71022 83236 333 59015
7:00 PM +07 on October 14,2017,2017,10,14,19,0,Asia/Bangkok,29,85,27,81,84,0,0,,,,,6,4,1005,29.69,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14124 48376 31556 60000 10294 20272 39910 40053 52013 71022 83536 333 10342 59010
10:00 PM +07 on October 14,2017,2017,10,14,22,0,Asia/Bangkok,28,82,27,80,93,0,0,,,,,6,4,1008,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14154 48376 31556 20000 10279 20268 39931 40075 52021 71010 82505 333 59010
1:00 AM +07 on October 15,2017,2017,10,15,1,0,Asia/Bangkok,26,79,26,78,97,0,0,,,,,4,2,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14184 48376 31540 20000 10263 20257 39924 40068 56007 71010 82505 333 59008
4:00 AM +07 on October 15,2017,2017,10,15,4,0,Asia/Bangkok,26,78,25,77,95,0,0,,,,,4,2,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14214 48376 31540 20000 10255 20249 39912 40056 57012 71000 82505 333 59007
7:00 AM +07 on October 15,2017,2017,10,15,7,0,Asia/Bangkok,25,77,25,77,98,0,0,,,,,3,2,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15004 48376 31530 60000 10252 20248 39931 40076 52019 71021 83546 333 20243 59004
10:00 AM +07 on October 15,2017,2017,10,15,10,0,Asia/Bangkok,31,87,26,79,70,0,0,,,,,8,5,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15034 48376 31558 20000 10308 20259 39944 40087 52013 71041 82202 333 59014
1:00 PM +07 on October 15,2017,2017,10,15,13,0,Asia/Bangkok,33,91,26,79,60,5.6,3.5,,,250,WSW,8,5,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15064 48376 31558 22503 10330 20259 39923 40064 57021 71041 82205 333 59003
4:00 PM +07 on October 15,2017,2017,10,15,16,0,Asia/Bangkok,33,92,24,76,51,5.6,3.5,,,150,SSE,6,4,1004,29.65,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15094 48376 31556 21503 10331 20244 39897 40038 57026 70500 82202 333 58000
7:00 PM +07 on October 15,2017,2017,10,15,19,0,Asia/Bangkok,30,86,27,81,81,0,0,,,,,6,4,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15124 48376 31556 20000 10300 20272 39914 40056 52017 71000 82505 333 10343 58003
10:00 PM +07 on October 15,2017,2017,10,15,22,0,Asia/Bangkok,28,82,26,79,89,0,0,,,,,5,3,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15154 48376 31550 20000 10276 20262 39934 40078 52021 71000 82205 333 58003
1:00 AM +07 on October 16,2017,2017,10,16,1,0,Asia/Bangkok,27,81,24,75,78,9.3,5.8,,,260,West,5,3,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15184 48376 31550 62605 10270 20240 39930 40074 56005 71021 83536 333 58005
4:00 AM +07 on October 16,2017,2017,10,16,4,0,Asia/Bangkok,27,80,24,75,80,5.6,3.5,,,260,West,5,3,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15214 48376 31550 22603 10266 20238 39918 40062 57012 71010 82505 333 58006
7:00 AM +07 on October 16,2017,2017,10,16,7,0,Asia/Bangkok,26,79,24,75,83,0,0,,,,,10,6,1007,29.75,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 16004 48376 32560 20000 10259 20237 39930 40074 52012 82502 333 20248 59001
10:00 AM +07 on October 16,2017,2017,10,16,10,0,Asia/Bangkok,32,89,24,76,57,7.4,4.6,,,320,NW,12,7,1008,29.78,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 16034 48376 32562 23204 10315 20244 39941 40083 52011 82235 333 59003
1:00 PM +07 on October 16,2017,2017,10,16,13,0,Asia/Bangkok,33,92,25,78,55,5.6,3.5,,,310,NW,10,6,1006,29.7,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 16064 48376 32560 63103 10332 20253 39917 40058 57024 82336 333 59006
4:00 PM +07 on October 16,2017,2017,10,16,16,0,Asia/Bangkok,32,90,26,80,65,7.4,4.6,,,170,South,10,6,1004,29.64,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 16094 48376 32560 61704 10320 20264 39895 40036 57022 83546 333 59002
7:00 PM +07 on October 16,2017,2017,10,16,19,0,Asia/Bangkok,28,83,26,79,84,5.6,3.5,,,180,South,10,6,1005,29.69,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 16124 48376 32560 61803 10285 20260 39911 40054 52016 83556 333 10345 59002
10:00 PM +07 on October 16,2017,2017,10,16,22,0,Asia/Bangkok,28,83,24,76,73,7.4,4.6,,,240,WSW,8,5,1008,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16154 48376 31558 22404 10282 20242 39932 40075 52021 71010 82505 333 59003
1:00 AM +07 on October 17,2017,2017,10,17,1,0,Asia/Bangkok,28,82,23,74,70,5.6,3.5,,,270,West,7,4,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16184 48376 31557 62703 10276 20232 39932 40076 54000 71021 83536 333 58002
4:00 AM +07 on October 17,2017,2017,10,17,4,0,Asia/Bangkok,26,78,24,75,89,5.6,3.5,,,330,NNW,6,4,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16214 48376 31556 63303 10257 20241 39924 40069 56008 71022 83536 333 58007
7:00 AM +07 on October 17,2017,2017,10,17,7,0,Asia/Bangkok,25,78,25,76,94,0,0,,,,,5,3,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17004 48376 31550 80000 10254 20247 39938 40082 52013 71022 8652/ 333 20246 58008
10:00 AM +07 on October 17,2017,2017,10,17,10,0,Asia/Bangkok,27,80,25,77,89,0,0,,,,,5,3,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17034 48376 31550 80000 10268 20251 39960 40104 52022 71022 8652/ 333 58021
1:00 PM +07 on October 17,2017,2017,10,17,13,0,Asia/Bangkok,29,84,25,77,74,0,0,,,,,6,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17064 48376 31556 60000 10290 20249 39936 40079 57024 71022 83536 333 58021
4:00 PM +07 on October 17,2017,2017,10,17,16,0,Asia/Bangkok,32,89,24,76,58,3.7,2.3,,,130,SE,8,5,1005,29.69,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17094 48376 31558 51302 10316 20245 39910 40052 57026 71022 82356 333 58016
7:00 PM +07 on October 17,2017,2017,10,17,19,0,Asia/Bangkok,26,79,25,77,93,14.8,9.2,,,290,WNW,1,1,1008,29.77,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 17124 48376 01410 82908 10261 20252 39934 40079 52024 60112 79592 8492/ 333 10322 58025 60115 70112
10:00 PM +07 on October 17,2017,2017,10,17,22,0,Asia/Bangkok,25,77,24,76,95,0,0,,,,,1,1,1011,29.86,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 17154 48376 21410 80000 10248 20244 39963 40109 52029 79599 8492/ 333 58034 60667
1:00 AM +07 on October 19,2017,2017,10,19,1,0,Asia/Bangkok,24,76,24,75,94,0,0,,,,,5,3,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18184 48376 01550 70000 10243 20237 39982 40128 56005 60283 71096 84556 333 58022 69947 70782
4:00 AM +07 on October 19,2017,2017,10,19,4,0,Asia/Bangkok,24,75,24,74,98,0,0,,,,,5,3,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18214 48376 31550 60000 10240 20236 39971 40116 57011 71022 83536 333 58021
7:00 AM +07 on October 19,2017,2017,10,19,7,0,Asia/Bangkok,24,76,24,75,95,0,0,,,,,7,4,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19004 48376 11557 70000 10242 20238 39978 40124 51008 60284 71022 85576 333 20228 58013 70280
1:00 PM +07 on October 19,2017,2017,10,19,13,0,Asia/Bangkok,30,85,25,77,71,0,0,,,,,7,4,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19064 48376 31557 20000 10295 20249 39976 40119 57021 71021 82205 333 58006 70277
4:00 PM +07 on October 19,2017,2017,10,19,16,0,Asia/Bangkok,31,88,25,77,63,0,0,,,,,7,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19094 48376 31557 20000 10309 20251 39950 40092 57026 71000 82305 333 59005
7:00 PM +07 on October 19,2017,2017,10,19,19,0,Asia/Bangkok,27,81,26,78,88,0,0,,,,,7,4,1011,29.85,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19124 48376 31557 20000 10272 20256 39963 40107 52013 71000 82505 333 10315 59005 70257
10:00 PM +07 on October 19,2017,2017,10,19,22,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,6,4,1014,29.93,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19154 48376 21556 60000 10260 20251 39990 40135 52027 71062 84536 333 58002 60027
1:00 AM +07 on October 20,2017,2017,10,20,1,0,Asia/Bangkok,25,77,25,76,97,0,0,,,,,5,3,1013,29.93,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19184 48376 11550 20000 10250 20246 39988 40133 56002 60023 71062 82505 333 58006 70015
4:00 AM +07 on October 20,2017,2017,10,20,4,0,Asia/Bangkok,24,76,24,74,93,0,0,,,,,5,3,1012,29.89,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19214 48376 31550 20000 10242 20235 39975 40121 57013 71000 82505 333 58005
7:00 AM +07 on October 20,2017,2017,10,20,7,0,Asia/Bangkok,24,75,24,75,99,0,0,,,,,8,5,1013,29.92,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20004 48376 11558 20000 10241 20238 39985 40131 52010 60024 71000 81535 333 20233 58006 70015
10:00 AM +07 on October 20,2017,2017,10,20,10,0,Asia/Bangkok,30,86,24,75,63,0,0,,,,,8,5,1014,29.95,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20034 48376 31558 20000 10298 20240 39997 40141 52013 71000 81235 333 59001
1:00 PM +07 on October 20,2017,2017,10,20,13,0,Asia/Bangkok,33,91,24,75,51,5.6,3.5,,,290,WNW,9,6,1011,29.87,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 20064 48376 31559 32903 10328 20239 39973 40114 57025 70500 82335 333 59005 70015
4:00 PM +07 on October 20,2017,2017,10,20,16,0,Asia/Bangkok,34,93,24,75,48,0,0,,,,,8,5,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 20094 48376 31558 20000 10338 20241 39946 40087 57026 70500 81205 333 59005
7:00 PM +07 on October 20,2017,2017,10,20,19,0,Asia/Bangkok,30,85,25,76,69,3.7,2.3,,,270,West,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20124 48376 31956 22702 10296 20246 39951 40094 51005 71000 80005 333 10345 59013 70015
10:00 PM +07 on October 20,2017,2017,10,20,22,0,Asia/Bangkok,28,82,24,75,74,3.7,2.3,,,240,WSW,6,4,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20154 48376 31956 22402 10278 20239 39979 40124 52028 71000 80005 333 59011
1:00 AM +07 on October 21,2017,2017,10,21,1,0,Asia/Bangkok,27,80,24,75,79,3.7,2.3,,,230,SW,6,4,1012,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20184 48376 31956 22302 10268 20237 39971 40115 56009 71000 80005 333 59018
4:00 AM +07 on October 21,2017,2017,10,21,4,0,Asia/Bangkok,25,77,24,75,90,0,0,,,,,7,4,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20214 48376 31957 00000 10250 20237 39971 40116 54000 71000 333 59005
7:00 AM +07 on October 21,2017,2017,10,21,7,0,Asia/Bangkok,24,76,23,74,92,0,0,,,,,8,5,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21004 48376 31958 20000 10244 20234 39973 40119 51003 71000 80005 333 20233 59012
10:00 AM +07 on October 21,2017,2017,10,21,10,0,Asia/Bangkok,31,87,25,76,64,7.4,4.6,,,270,West,10,6,1013,29.92,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21034 48376 32560 22704 10308 20247 39989 40132 52016 81205 333 59009
1:00 PM +07 on October 21,2017,2017,10,21,13,0,Asia/Bangkok,34,93,25,78,53,5.6,3.5,,,260,West,10,6,1010,29.83,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21064 48376 32560 22603 10340 20253 39959 40100 57030 82205 333 59014
4:00 PM +07 on October 21,2017,2017,10,21,16,0,Asia/Bangkok,34,94,23,74,43,7.4,4.6,,,320,NW,8,5,1007,29.75,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21094 48376 31558 23204 10344 20232 39933 40073 57027 70500 81205 333 59014
7:00 PM +07 on October 21,2017,2017,10,21,19,0,Asia/Bangkok,30,87,25,76,63,3.7,2.3,,,260,West,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21124 48376 31557 22602 10303 20246 39939 40081 51006 71000 81305 333 10352 59013
10:00 PM +07 on October 21,2017,2017,10,21,22,0,Asia/Bangkok,30,87,25,76,63,3.7,2.3,,,260,West,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21154 48376 31557 22602 10303 20246 39939 40081 51006 71000 81305 333 10352 59013
1:00 AM +07 on October 23,2017,2017,10,23,1,0,Asia/Bangkok,28,82,22,71,62,11.1,6.9,,,260,West,7,4,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22184 48376 31557 22606 10278 20218 39956 40100 56009 71000 82505 333 59001
4:00 AM +07 on October 23,2017,2017,10,23,4,0,Asia/Bangkok,28,82,21,69,57,9.3,5.8,,,260,West,7,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22214 48376 31557 32605 10276 20206 39949 40093 56008 71000 82535 333 59007
7:00 AM +07 on October 23,2017,2017,10,23,7,0,Asia/Bangkok,26,78,22,72,76,3.7,2.3,,,80,East,10,6,1011,29.87,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 23004 48376 32560 20802 10257 20221 39968 40113 52019 81545 333 20247 58003
10:00 AM +07 on October 23,2017,2017,10,23,10,0,Asia/Bangkok,28,82,24,75,73,0,0,,,,,10,6,1012,29.9,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 23034 48376 32560 70000 10278 20237 39981 40125 52014 84576 333 58009
1:00 PM +07 on October 23,2017,2017,10,23,13,0,Asia/Bangkok,33,92,24,76,51,0,0,,,,,12,7,1010,29.83,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 23064 48376 32562 30000 10333 20245 39958 40100 57023 82235 333 58006
4:00 PM +07 on October 23,2017,2017,10,23,16,0,Asia/Bangkok,32,89,24,74,54,5.6,3.5,,,140,SE,10,6,1008,29.77,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 23094 48376 32560 21403 10317 20236 39938 40080 57020 82306 333 58007
7:00 PM +07 on October 23,2017,2017,10,23,19,0,Asia/Bangkok,29,84,26,78,77,0,0,,,,,10,6,1010,29.82,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 23124 48376 32560 30000 10288 20255 39955 40098 52017 82535 333 10348 58019
10:00 PM +07 on October 23,2017,2017,10,23,22,0,Asia/Bangkok,28,82,25,78,83,0,0,,,,,7,4,1012,29.89,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 23154 48376 31557 30000 10275 20254 39977 40121 52022 71000 82535 333 58012
4:00 AM +07 on October 27,2017,2017,10,27,4,0,Asia/Bangkok,24,75,23,73,92,0,0,,,,,6,4,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 26214 48376 31556 20000 10240 20228 39980 40126 56004 71000 82505 333 59014
7:00 AM +07 on October 27,2017,2017,10,27,7,0,Asia/Bangkok,24,74,23,73,95,0,0,,,,,4,2,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 27004 48376 31540 30000 10236 20227 39992 40138 52011 71000 82555 333 20229 59013
10:00 AM +07 on October 27,2017,2017,10,27,10,0,Asia/Bangkok,28,82,24,75,75,5.6,3.5,,,90,East,4,2,1015,29.99,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 27034 48376 31540 70903 10276 20241 30008 40153 52016 71021 84536 333 59002
1:00 PM +07 on October 27,2017,2017,10,27,13,0,Asia/Bangkok,31,88,24,75,58,5.6,3.5,,,240,WSW,5,3,1012,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 27064 48376 31550 62403 10312 20240 39973 40115 57035 71021 83236 333 59019
4:00 PM +07 on October 27,2017,2017,10,27,16,0,Asia/Bangkok,32,89,24,74,54,3.7,2.3,,,100,East,6,4,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27094 48376 31556 21002 10317 20235 39949 40091 57024 70510 82205 333 59016
7:00 PM +07 on October 27,2017,2017,10,27,19,0,Asia/Bangkok,27,81,25,77,85,0,0,,,,,6,4,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 27124 48376 31556 20000 10274 20251 39959 40103 52010 71010 81505 333 10322 59018
10:00 PM +07 on October 27,2017,2017,10,27,22,0,Asia/Bangkok,26,79,25,76,89,0,0,,,,,6,4,1012,29.89,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 27154 48376 31556 20000 10259 20246 39975 40121 52016 71000 81505 333 59019
1:00 AM +07 on October 29,2017,2017,10,29,1,0,Asia/Bangkok,25,77,24,74,89,0,0,,,,,4,2,1014,29.95,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28184 48376 31540 50000 10250 20235 39994 40140 56002 71021 82536 333 58016
4:00 AM +07 on October 29,2017,2017,10,29,4,0,Asia/Bangkok,24,76,24,74,93,0,0,,,,,4,2,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28214 48376 31540 20000 10245 20235 39990 40136 56005 71010 82505 333 58017
